,co2,co2-Stdev,ch4,ch4-Stdev,co,co-Stdev,AT,AT-Stdev,AP,AP-Stdev,RH,RH-Stdev,WS,WS-Stdev,WD,WD-Stdev
2017-07-27 00:00:00,399.874,0.022,1908.97,0.095,71.985,0.841,1.507,0.088,950.34,0.16,98.298,1.123,4.525,0.622,174.815,13.978
2017-07-27 01:00:00,399.951,0.016,1907.97,0.213,71.184,0.695,1.244,0.067,950.004,0.12,98.721,1.043,4.622,0.715,183.124,8.932
2017-07-27 02:00:00,399.994,0.031,1907.54,0.229,70.832,0.686,1.138,0.063,949.926,0.035,98.721,1.043,3.788,0.771,182.11,12.28
2017-07-27 03:00:00,400.044,0.025,1906.51,0.297,70.108,0.762,1.053,0.091,949.897,0.05,98.691,0.868,3.651,0.934,189.795,8.277
2017-07-27 04:00:00,399.994,0.01,1905.97,0.072,69.925,0.763,0.896,0.056,949.768,0.07,96.373,2.554,4.059,0.985,187.045,7.123
2017-07-27 05:00:00,399.994,0.01,1905.96,0.064,69.994,0.622,1.108,0.303,949.562,0.094,96.373,2.554,3.429,1.029,177.681,10.755
2017-07-27 06:00:00,399.961,0.018,1905.96,0.125,70.354,0.746,1.632,0.083,949.43,0.044,95.406,2.346,1.275,0.605,164.724,46.63
2017-07-27 07:00:00,399.936,0.038,1906.11,0.093,70.867,0.724,1.502,0.099,949.298,0.049,96.977,1.698,1.668,0.53,153.505,54.098
2017-07-27 08:00:00,399.932,0.038,1906.4,0.348,72.486,1.262,2.035,0.229,949.162,0.08,96.417,1.873,0.944,0.403,112.689,45.093
2017-07-27 09:00:00,399.833,0.02,1906.92,0.19,74.054,0.7,1.957,0.297,949.01,0.043,94.861,2.372,1.443,0.478,157.081,18.276
2017-07-27 10:00:00,399.795,0.013,1907.05,0.097,74.31,0.827,1.934,0.216,949.007,0.028,94.146,1.511,1.769,0.436,163.0,13.418
2017-07-27 11:00:00,399.822,0.018,1907.0,0.117,74.74,0.728,2.565,0.194,949.041,0.026,88.325,1.546,1.584,0.496,147.484,21.798
2017-07-27 12:00:00,399.809,0.018,1907.18,0.152,75.183,0.674,2.858,0.242,949.036,0.041,85.682,1.419,2.006,0.453,161.908,35.339
2017-07-27 13:00:00,399.842,0.017,1906.86,0.095,74.973,0.881,3.725,0.426,948.942,0.068,82.556,2.449,1.119,0.322,120.157,41.503
2017-07-27 14:00:00,399.882,0.092,1906.71,0.125,74.709,0.938,3.219,0.45,948.8,0.045,86.142,2.918,1.212,0.551,61.765,69.489
2017-07-27 15:00:00,399.785,0.021,1906.79,0.154,74.543,0.789,2.829,0.286,948.648,0.056,91.409,1.876,1.046,0.502,37.353,39.312
2017-07-27 16:00:00,399.988,0.017,1906.69,0.036,74.922,1.85,2.814,0.337,948.44,0.044,92.792,3.096,0.859,0.388,112.538,71.443
2017-07-27 17:00:00,399.782,0.02,1906.11,0.097,74.786,0.683,3.116,0.151,948.395,0.06,94.032,1.576,1.208,0.615,136.816,54.609
2017-07-27 18:00:00,399.738,0.034,1905.93,0.07,74.994,0.641,2.823,0.083,948.056,0.113,95.119,1.0,2.784,0.888,175.322,9.631
2017-07-27 19:00:00,399.669,0.02,1905.93,0.061,75.405,0.643,2.632,0.145,947.948,0.051,95.462,0.628,2.437,1.037,183.036,11.854
2017-07-27 20:00:00,399.673,0.02,1905.99,0.06,75.442,0.691,2.397,0.068,948.01,0.045,96.677,0.737,3.353,0.623,174.409,11.707
2017-07-27 21:00:00,399.579,0.05,1906.23,0.116,76.483,0.68,2.008,0.194,947.918,0.059,98.54,0.779,3.727,0.651,172.936,10.944
2017-07-27 22:00:00,399.557,0.025,1906.39,0.057,77.121,0.607,1.519,0.113,947.705,0.081,99.5,0.0,2.599,0.695,139.775,21.358
2017-07-27 23:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,1.054,0.113,947.528,0.06,99.5,0.0,2.111,0.758,146.846,35.836
2017-07-28 00:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,0.541,0.109,947.43,0.056,99.5,0.0,2.376,0.73,173.284,21.578
2017-07-28 01:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,0.079,0.245,947.416,0.066,99.5,0.0,2.032,0.736,11.056,62.901
2017-07-28 02:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-0.637,0.186,947.367,0.04,99.5,0.0,3.768,0.82,346.252,7.141
2017-07-28 03:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-0.938,0.131,947.423,0.027,99.5,0.0,2.503,0.871,343.344,17.721
2017-07-28 04:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-1.207,0.134,947.68,0.122,99.652,0.292,3.706,1.515,358.81,12.214
2017-07-28 05:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-1.174,0.212,947.88,0.122,99.725,0.186,1.394,0.646,1.072,67.149
2017-07-28 06:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-0.647,0.2,948.141,0.1,99.725,0.186,1.242,0.863,6.561,79.286
2017-07-28 07:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-0.683,0.255,948.49,0.118,99.725,0.186,3.15,0.77,336.408,8.738
2017-07-28 08:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-0.406,0.229,948.781,0.094,99.725,0.186,4.499,1.226,347.828,6.717
2017-07-28 09:00:00,399.557,-9.99,1905.87,0.113,74.768,0.623,-0.753,0.095,949.078,0.145,99.725,0.186,3.996,0.877,353.448,9.04
2017-07-28 10:00:00,399.591,0.03,1905.87,0.113,74.768,0.623,-0.423,0.128,949.411,0.055,99.725,0.186,2.398,0.919,348.52,13.796
2017-07-28 11:00:00,399.656,0.064,1905.67,0.144,74.68,0.651,-0.155,0.069,949.767,0.116,99.725,0.186,1.257,0.503,31.84,55.375
2017-07-28 12:00:00,399.702,0.046,1905.5,0.138,74.644,0.616,-0.029,0.035,950.054,0.084,99.725,0.186,1.617,0.408,73.865,45.343
2017-07-28 13:00:00,399.8,0.028,1905.18,0.094,74.318,0.596,-0.029,0.035,950.423,0.152,99.725,0.186,1.87,0.65,123.381,18.379
2017-07-28 14:00:00,399.788,0.015,1905.09,0.086,73.984,0.742,0.214,0.239,950.859,0.136,98.169,0.887,1.31,0.321,73.994,17.657
2017-07-28 15:00:00,399.81,0.027,1905.06,0.085,73.943,0.728,0.932,0.443,951.196,0.078,94.232,4.215,1.005,0.51,128.338,70.27
2017-07-28 16:00:00,399.807,0.06,1905.06,0.175,73.769,0.663,1.532,0.331,951.435,0.091,88.868,3.71,1.021,0.402,66.699,54.513
2017-07-28 17:00:00,399.695,0.058,1905.45,0.09,74.727,0.844,1.599,0.272,951.726,0.077,91.043,4.175,0.941,0.313,87.18,45.019
2017-07-28 18:00:00,399.667,0.014,1905.44,0.09,74.697,0.716,2.408,0.22,951.816,0.021,81.35,2.115,1.086,0.625,20.553,33.318
2017-07-28 19:00:00,399.665,0.042,1905.2,0.166,74.522,0.676,2.193,0.648,952.079,0.115,82.161,3.646,1.609,1.042,156.089,45.554
2017-07-28 20:00:00,399.691,0.022,1905.31,0.09,74.558,0.671,1.606,0.135,952.467,0.11,81.688,2.208,2.518,0.442,155.049,14.326
2017-07-28 21:00:00,399.764,0.064,1905.41,0.065,74.628,0.719,2.021,0.313,952.741,0.075,76.591,2.744,1.612,0.815,137.171,22.401
2017-07-28 22:00:00,399.771,0.025,1905.45,0.074,74.644,0.741,1.784,0.104,953.062,0.102,75.445,1.767,2.842,0.635,139.77,7.209
2017-07-28 23:00:00,399.781,0.028,1905.42,0.06,74.575,0.677,1.67,0.121,953.278,0.041,74.325,1.719,3.214,0.638,132.725,8.857
2017-07-29 00:00:00,399.748,0.025,1905.5,0.053,75.025,0.762,1.361,0.205,953.39,0.029,76.781,1.518,2.093,0.77,151.38,18.474
2017-07-29 01:00:00,399.788,0.023,1905.24,0.078,74.886,0.697,1.314,0.211,953.472,0.035,76.619,1.22,3.347,0.555,154.994,8.233
2017-07-29 02:00:00,399.786,0.015,1905.29,0.108,74.735,0.659,1.882,0.328,953.556,0.052,74.714,0.899,1.73,0.697,142.957,42.356
2017-07-29 03:00:00,399.794,0.017,1905.15,0.097,74.745,0.746,1.412,0.219,953.49,0.027,77.976,1.238,2.545,0.637,154.977,17.964
2017-07-29 04:00:00,399.79,0.013,1905.05,0.088,74.499,0.642,1.865,0.127,953.603,0.035,78.246,1.165,1.406,0.457,172.798,11.452
2017-07-29 05:00:00,399.761,0.014,1904.88,0.09,74.097,0.721,1.939,0.141,953.752,0.057,79.163,0.925,1.711,0.514,160.356,19.395
2017-07-29 06:00:00,399.719,0.025,1904.72,0.139,73.592,0.714,2.409,0.381,954.035,0.065,78.085,1.424,1.049,0.447,139.141,68.245
2017-07-29 07:00:00,399.676,0.022,1904.7,0.121,73.693,0.682,2.574,0.236,954.224,0.065,77.849,1.385,1.141,0.594,114.738,68.415
2017-07-29 08:00:00,399.719,0.066,1904.74,0.096,74.209,0.528,2.621,0.13,954.476,0.093,78.803,0.593,1.939,0.802,167.763,17.686
2017-07-29 09:00:00,399.547,0.182,1904.83,0.134,74.112,0.654,2.563,0.3,954.863,0.101,84.306,4.347,0.804,0.334,50.564,58.547
2017-07-29 10:00:00,399.649,0.133,1905.08,0.17,73.932,0.841,2.797,0.192,955.102,0.041,84.361,1.581,1.148,0.392,136.427,41.615
2017-07-29 11:00:00,399.449,0.071,1905.12,0.104,74.233,0.667,3.086,0.498,955.216,0.029,86.361,2.649,1.098,0.362,114.179,50.947
2017-07-29 12:00:00,399.379,0.042,1905.03,0.089,75.074,0.829,3.576,0.3,955.378,0.081,85.593,1.817,1.149,0.378,130.146,37.961
2017-07-29 13:00:00,399.305,0.041,1905.1,0.099,75.515,1.066,3.786,0.371,955.498,0.055,86.161,2.055,1.262,0.386,145.883,22.192
2017-07-29 14:00:00,399.17,0.071,1905.04,0.154,75.0,1.002,3.896,0.293,955.546,0.032,87.325,1.603,0.812,0.264,155.185,79.471
2017-07-29 15:00:00,399.146,0.026,1904.83,0.06,73.8,0.659,3.234,0.346,955.627,0.045,89.013,1.641,1.11,0.512,330.974,22.015
2017-07-29 16:00:00,399.252,0.025,1904.69,0.108,73.779,1.085,3.569,0.245,955.651,0.03,87.105,1.523,0.746,0.395,350.618,64.862
2017-07-29 17:00:00,399.268,0.041,1904.61,0.169,73.975,0.77,4.246,0.632,955.674,0.034,83.705,3.55,0.465,0.27,52.455,93.398
2017-07-29 18:00:00,399.338,0.065,1904.74,0.235,73.923,0.643,3.241,0.452,955.752,0.048,89.901,3.215,1.024,0.536,342.767,75.686
2017-07-29 19:00:00,399.253,0.014,1904.67,0.175,73.524,0.597,3.53,0.275,955.785,0.041,88.664,1.759,0.676,0.3,197.12,63.684
2017-07-29 20:00:00,399.255,0.042,1904.9,0.244,73.798,0.638,3.408,0.298,955.854,0.036,91.334,1.813,0.799,0.389,222.572,79.953
2017-07-29 21:00:00,399.128,0.045,1905.16,0.182,73.984,0.638,3.257,0.302,955.979,0.037,93.78,1.873,1.01,0.467,323.3,61.53
2017-07-29 22:00:00,399.15,0.068,1904.95,0.139,73.925,0.828,3.361,0.347,956.123,0.136,93.073,1.82,0.969,0.548,348.954,49.748
2017-07-29 23:00:00,399.385,0.107,1904.62,0.144,73.812,0.539,3.378,0.3,956.174,0.057,91.016,3.236,0.889,0.447,274.069,82.396
2017-07-30 00:00:00,399.201,0.111,1904.69,0.182,73.779,0.641,2.947,0.266,956.133,0.042,90.491,4.08,0.845,0.301,84.986,85.13
2017-07-30 01:00:00,399.096,0.044,1904.73,0.154,73.374,0.75,2.56,0.21,956.031,0.025,93.695,1.465,0.996,0.439,57.996,39.497
2017-07-30 02:00:00,399.193,0.109,1904.49,0.247,73.569,0.808,2.367,0.274,955.927,0.086,92.682,2.884,0.978,0.373,159.723,79.016
2017-07-30 03:00:00,399.0,0.054,1905.24,0.345,74.032,0.694,1.622,0.411,955.875,0.081,95.199,4.623,1.016,0.387,115.074,47.502
2017-07-30 04:00:00,398.991,0.034,1905.55,0.283,73.738,0.745,1.431,0.127,955.721,0.106,92.182,4.052,0.933,0.326,110.857,40.631
2017-07-30 05:00:00,399.05,0.045,1905.96,0.297,73.58,0.589,1.364,0.106,955.673,0.024,92.182,4.052,0.888,0.289,116.02,39.939
2017-07-30 06:00:00,399.114,0.026,1906.26,0.228,73.815,0.571,1.189,0.2,955.709,0.075,92.182,4.052,1.069,0.417,84.282,36.039
2017-07-30 07:00:00,399.2,0.05,1906.64,0.184,74.228,0.667,1.037,0.102,955.836,0.106,92.182,4.052,1.413,0.444,115.837,49.564
2017-07-30 08:00:00,399.137,0.01,1906.15,0.177,73.591,0.685,1.233,0.109,955.995,0.119,92.182,4.052,1.059,0.33,100.127,38.63
2017-07-30 09:00:00,399.165,0.02,1906.04,0.088,73.443,0.612,1.172,0.173,956.346,0.046,92.182,4.052,1.022,0.214,115.197,25.012
2017-07-30 10:00:00,399.181,0.017,1906.04,0.182,73.176,0.724,1.342,0.177,956.38,0.075,92.182,4.052,0.939,0.256,76.816,25.384
2017-07-30 11:00:00,399.178,0.023,1906.76,0.428,73.487,0.695,1.186,0.112,956.545,0.031,92.182,4.052,1.274,0.498,17.801,32.576
2017-07-30 12:00:00,399.168,0.039,1907.69,0.174,73.731,0.739,1.221,0.092,956.587,0.073,92.182,4.052,1.479,0.445,54.881,42.457
2017-07-30 13:00:00,399.249,0.068,1907.68,0.221,75.018,2.447,1.426,0.19,956.568,0.097,92.182,4.052,0.988,0.331,93.753,36.465
2017-07-30 14:00:00,399.238,0.045,1907.06,0.646,74.159,0.701,1.281,0.153,956.578,0.057,92.182,4.052,1.402,0.414,143.111,27.866
2017-07-30 15:00:00,399.169,0.022,1905.75,0.466,73.177,0.705,1.292,0.24,956.566,0.037,92.182,4.052,1.086,0.438,169.148,37.502
2017-07-30 16:00:00,399.221,0.06,1905.9,0.539,73.144,0.632,2.264,0.87,956.515,0.045,92.182,4.052,1.558,0.892,270.382,66.392
2017-07-30 17:00:00,399.272,0.051,1906.11,0.596,73.235,0.872,3.519,0.512,956.601,0.08,87.999,4.117,1.756,0.545,297.301,20.6
2017-07-30 18:00:00,399.315,0.108,1905.42,0.379,73.196,0.87,2.618,0.293,956.723,0.028,95.089,1.474,1.618,0.674,308.217,26.513
2017-07-30 19:00:00,399.334,0.126,1906.21,0.482,73.544,0.92,2.122,0.517,956.714,0.033,96.309,2.628,1.917,0.692,333.575,19.906
2017-07-30 20:00:00,399.43,0.19,1907.0,0.268,73.895,1.118,1.941,0.547,956.708,0.062,87.618,9.823,2.647,0.863,329.465,15.382
2017-07-30 21:00:00,399.397,0.193,1906.38,0.259,72.82,0.62,1.232,0.338,956.706,0.039,92.867,6.224,1.32,0.645,352.984,52.513
2017-07-30 22:00:00,399.878,0.121,1905.3,0.489,76.368,1.832,2.446,0.958,956.555,0.035,75.31,7.838,3.112,1.227,321.567,14.39
2017-07-30 23:00:00,399.866,0.069,1905.4,0.284,76.497,0.992,3.422,0.064,956.433,0.04,69.423,2.461,3.976,0.459,310.643,5.639
2017-07-31 00:00:00,400.113,0.053,1905.81,0.18,74.402,0.85,3.697,0.115,956.187,0.12,55.696,2.696,3.337,0.652,311.461,7.715
2017-07-31 01:00:00,400.039,0.038,1905.82,0.229,74.605,0.68,4.3,0.316,955.808,0.093,51.398,2.731,2.198,0.569,300.378,14.224
2017-07-31 02:00:00,400.145,0.029,1905.66,0.206,74.331,0.597,4.797,0.22,955.467,0.126,46.834,1.769,1.78,0.454,305.777,12.944
2017-07-31 03:00:00,400.195,0.019,1905.42,0.072,74.679,0.7,5.048,0.171,955.116,0.079,43.96,1.259,2.079,0.629,310.109,10.3
2017-07-31 04:00:00,400.193,0.027,1905.57,0.19,74.222,0.76,5.296,0.386,954.804,0.067,44.657,1.704,1.467,0.547,319.467,37.077
2017-07-31 05:00:00,400.16,0.036,1905.38,0.093,74.333,0.974,5.212,0.24,954.544,0.106,45.067,2.267,1.83,0.514,312.011,20.655
2017-07-31 06:00:00,399.992,0.102,1905.36,0.324,73.978,1.077,5.455,0.45,954.291,0.067,50.802,3.335,1.243,0.605,320.05,55.599
2017-07-31 07:00:00,399.596,0.184,1904.43,0.348,72.124,0.862,5.709,0.483,954.19,0.029,64.855,8.777,0.56,0.163,65.27,56.939
2017-07-31 08:00:00,399.653,0.126,1904.72,0.144,72.968,1.019,5.36,0.581,954.14,0.042,65.548,7.315,0.879,0.28,169.817,63.934
2017-07-31 09:00:00,399.602,0.096,1904.81,0.125,72.697,1.073,5.675,0.34,954.145,0.049,68.086,7.337,1.009,0.401,164.33,58.099
2017-07-31 10:00:00,399.452,0.045,1904.41,0.216,71.912,0.739,5.045,0.509,953.997,0.042,77.898,3.146,0.866,0.27,168.447,51.169
2017-07-31 11:00:00,399.49,0.035,1904.7,0.229,72.229,0.989,5.789,0.291,953.881,0.039,76.836,2.471,0.873,0.243,164.127,49.777
2017-07-31 12:00:00,399.492,0.024,1905.0,0.208,72.441,0.765,5.789,0.434,953.74,0.07,77.182,2.641,1.114,0.47,169.704,51.025
2017-07-31 13:00:00,399.499,0.11,1904.75,0.283,72.785,0.896,5.726,0.317,953.542,0.082,76.3,3.171,1.495,0.632,191.135,23.341
2017-07-31 14:00:00,399.431,0.05,1904.73,0.379,72.451,0.923,5.593,0.313,953.548,0.035,78.783,2.762,0.984,0.501,153.052,61.737
2017-07-31 15:00:00,399.423,0.049,1904.29,0.228,73.084,0.954,5.048,0.325,953.364,0.068,80.991,3.761,0.851,0.354,214.09,74.267
2017-07-31 16:00:00,399.389,0.052,1904.04,0.16,74.306,0.757,5.246,0.282,953.265,0.046,80.312,2.782,1.244,0.622,233.253,78.029
2017-07-31 17:00:00,399.351,0.09,1904.14,0.311,74.624,0.85,5.239,0.666,953.107,0.054,78.279,3.051,0.98,0.487,260.624,52.554
2017-07-31 18:00:00,399.374,0.052,1903.7,0.23,75.598,0.898,5.471,0.188,952.989,0.038,77.184,2.746,1.274,0.404,207.421,11.548
2017-07-31 19:00:00,399.469,0.032,1905.13,0.665,76.696,0.778,6.641,0.189,952.928,0.044,63.115,3.192,0.786,0.304,254.153,42.343
2017-07-31 20:00:00,399.439,0.028,1904.62,0.358,75.93,0.891,6.121,0.168,952.75,0.045,64.518,1.787,0.702,0.414,212.847,24.381
2017-07-31 21:00:00,399.637,0.05,1902.76,0.375,77.795,0.783,6.605,0.195,952.669,0.024,60.972,1.315,1.095,0.416,216.433,22.334
2017-07-31 22:00:00,399.53,0.034,1903.14,0.515,76.474,1.083,6.021,0.497,952.534,0.094,66.416,1.931,1.572,0.342,205.83,9.817
2017-07-31 23:00:00,399.496,0.016,1903.0,0.244,75.914,0.831,5.126,0.39,952.188,0.095,71.94,2.252,1.689,0.576,202.794,24.315
2017-08-01 00:00:00,399.499,0.03,1903.92,0.752,75.396,0.743,4.743,0.246,951.974,0.072,72.432,3.427,1.177,0.645,177.81,57.292
2017-08-01 01:00:00,399.48,0.039,1903.76,0.572,74.965,0.948,4.758,0.408,951.695,0.107,71.878,4.121,0.942,0.379,195.858,84.342
2017-08-01 02:00:00,399.435,0.072,1903.87,0.469,74.128,0.984,3.899,0.374,951.35,0.086,77.808,4.358,0.792,0.422,148.769,67.868
2017-08-01 03:00:00,399.285,0.06,1903.16,0.213,74.021,0.738,2.932,0.455,951.042,0.071,91.125,5.115,1.31,0.661,202.444,29.3
2017-08-01 04:00:00,399.317,0.069,1903.18,0.256,74.307,0.991,2.551,0.498,950.644,0.146,90.689,7.327,1.592,1.085,190.606,43.778
2017-08-01 05:00:00,399.337,0.102,1903.15,0.328,74.281,1.019,3.037,0.751,950.392,0.098,88.138,7.726,1.715,1.079,185.415,60.699
2017-08-01 06:00:00,399.083,0.07,1902.81,0.084,75.411,0.743,2.097,0.131,950.367,0.102,99.85,0.044,3.351,1.55,202.71,33.455
2017-08-01 07:00:00,399.005,0.042,1902.8,0.093,75.404,0.622,2.141,0.136,950.344,0.073,99.85,0.044,2.777,1.404,194.559,30.469
2017-08-01 08:00:00,398.873,0.063,1902.91,0.088,75.767,0.745,1.994,0.077,950.487,0.071,99.85,0.044,3.44,0.984,190.706,7.266
2017-08-01 09:00:00,398.887,0.041,1902.66,0.066,75.869,0.679,1.833,0.092,950.477,0.051,99.85,0.044,4.689,0.688,181.842,6.662
2017-08-01 10:00:00,399.013,0.048,1902.99,0.244,75.081,0.842,2.12,0.099,950.414,0.042,99.85,0.044,1.857,0.519,167.192,16.809
2017-08-01 11:00:00,399.066,0.015,1903.07,0.1,74.21,0.766,2.298,0.089,950.486,0.045,99.85,0.044,1.385,0.428,146.073,21.29
2017-08-01 12:00:00,399.082,0.029,1902.76,0.157,74.63,0.857,2.531,0.116,950.55,0.057,99.85,0.044,0.811,0.398,134.441,60.714
2017-08-01 13:00:00,398.909,0.047,1902.63,0.13,74.514,0.688,2.653,0.129,950.634,0.065,99.85,0.044,1.451,0.375,350.453,54.055
2017-08-01 14:00:00,398.851,0.033,1902.65,0.107,74.793,0.716,2.559,0.077,950.383,0.104,99.675,0.144,0.96,0.323,358.081,38.052
2017-08-01 15:00:00,398.837,0.06,1902.69,0.119,75.288,0.731,2.509,0.104,950.231,0.073,99.675,0.144,1.289,0.371,352.15,23.542
2017-08-01 16:00:00,398.765,0.017,1902.52,0.105,74.505,0.69,2.647,0.052,950.394,0.058,99.675,0.144,1.484,0.4,8.645,14.151
2017-08-01 17:00:00,398.812,0.039,1902.38,0.094,74.494,0.613,2.576,0.1,950.602,0.043,99.675,0.144,1.676,0.479,357.154,13.549
2017-08-01 18:00:00,398.941,0.058,1902.15,0.238,75.027,0.929,2.417,0.111,950.666,0.054,99.675,0.144,1.673,0.532,354.532,17.313
2017-08-01 19:00:00,399.13,0.02,1902.17,0.181,76.401,0.857,2.191,0.136,950.849,0.052,99.675,0.144,1.821,0.615,355.881,14.128
2017-08-01 20:00:00,398.858,0.089,1902.39,0.235,74.963,0.841,2.22,0.14,950.922,0.039,99.675,0.144,1.807,0.509,348.535,8.206
2017-08-01 21:00:00,398.99,0.04,1902.26,0.106,75.989,0.789,2.033,0.109,950.896,0.04,99.675,0.144,1.613,0.553,24.671,52.078
2017-08-01 22:00:00,399.02,0.024,1902.24,0.093,76.427,0.68,1.935,0.073,950.923,0.069,99.675,0.144,2.075,0.67,145.523,16.59
2017-08-01 23:00:00,399.011,0.024,1902.22,0.14,75.999,0.808,2.189,0.172,951.1,0.04,99.675,0.144,0.825,0.472,102.913,82.088
2017-08-02 00:00:00,398.912,0.188,1902.41,0.129,75.951,0.738,2.151,0.205,951.234,0.058,99.55,0.33,1.519,0.699,24.0,32.592
2017-08-02 01:00:00,398.81,0.1,1902.51,0.23,75.896,0.671,2.126,0.167,951.255,0.025,98.961,0.511,1.013,0.526,133.812,73.43
2017-08-02 02:00:00,398.807,0.042,1902.84,0.221,75.897,0.746,2.091,0.121,951.344,0.083,91.538,3.645,1.198,0.453,36.702,69.583
2017-08-02 03:00:00,399.022,0.037,1904.37,0.368,77.346,0.548,2.917,0.489,951.528,0.054,91.538,3.645,1.865,0.584,118.147,37.282
2017-08-02 04:00:00,399.038,0.052,1904.79,0.623,76.671,0.728,4.052,0.231,951.547,0.03,82.868,3.031,1.513,0.426,106.041,26.947
2017-08-02 05:00:00,399.054,0.017,1904.92,0.371,76.454,0.767,4.312,0.24,951.633,0.077,79.036,2.022,1.71,0.448,131.625,15.714
2017-08-02 06:00:00,399.055,0.025,1905.0,0.503,76.118,0.713,4.862,0.331,951.894,0.071,75.859,2.004,1.237,0.508,20.91,57.259
2017-08-02 07:00:00,399.055,0.029,1904.53,0.928,75.329,0.539,4.754,0.304,952.122,0.09,77.456,3.324,1.529,0.628,342.719,34.053
2017-08-02 08:00:00,399.069,0.015,1905.78,0.287,75.142,0.721,4.452,0.131,952.415,0.067,75.221,0.893,3.544,0.643,329.388,6.274
2017-08-02 09:00:00,399.014,0.054,1905.21,0.654,74.462,0.833,4.399,0.151,952.499,0.035,77.99,3.446,2.895,0.855,330.562,17.834
2017-08-02 10:00:00,398.998,0.029,1905.6,0.123,74.723,0.825,3.689,0.317,952.733,0.097,92.334,3.894,2.604,0.742,358.786,21.702
2017-08-02 11:00:00,399.017,0.023,1905.55,0.206,74.825,0.686,3.757,0.13,952.904,0.028,90.091,2.141,2.274,0.432,18.709,13.06
2017-08-02 12:00:00,399.069,0.065,1905.64,0.211,75.91,0.679,3.804,0.182,952.832,0.045,88.266,2.654,1.539,0.555,25.776,18.092
2017-08-02 13:00:00,399.085,0.057,1906.74,0.445,76.005,0.61,3.884,0.193,952.684,0.047,80.819,1.188,1.58,0.638,4.245,19.645
2017-08-02 14:00:00,398.97,0.074,1907.23,0.553,75.804,0.703,4.5,0.553,952.702,0.022,77.926,3.005,0.864,0.362,35.381,84.579
2017-08-02 15:00:00,398.887,0.105,1906.94,0.59,75.313,0.708,4.822,0.281,952.62,0.065,79.276,3.394,0.926,0.424,162.682,37.907
2017-08-02 16:00:00,398.922,0.072,1906.1,0.275,75.449,0.689,5.449,0.392,952.514,0.058,74.206,2.678,0.793,0.451,181.545,59.296
2017-08-02 17:00:00,398.836,0.088,1906.36,0.279,75.525,0.645,5.254,0.354,952.655,0.027,77.19,3.548,1.174,0.332,202.954,57.656
2017-08-02 18:00:00,398.944,0.021,1904.52,0.459,75.532,0.808,5.586,0.289,952.664,0.026,73.379,2.194,1.461,0.334,155.216,23.851
2017-08-02 19:00:00,398.898,0.023,1905.55,0.574,75.466,0.67,5.956,0.472,952.65,0.025,69.984,3.301,2.318,0.645,159.103,11.08
2017-08-02 20:00:00,398.879,0.011,1905.9,0.084,75.207,0.656,6.333,0.084,952.613,0.027,67.1,0.602,2.82,0.941,155.796,9.998
2017-08-02 21:00:00,398.869,0.024,1905.76,0.289,75.24,0.797,6.763,0.24,952.648,0.058,64.861,1.47,0.721,0.315,121.077,84.112
2017-08-02 22:00:00,398.861,0.02,1905.65,0.225,75.276,0.739,7.096,0.134,952.857,0.068,62.757,0.604,0.487,0.212,183.662,63.863
2017-08-02 23:00:00,398.839,0.025,1905.61,0.247,75.318,0.76,6.949,0.172,952.883,0.035,63.639,0.895,0.787,0.355,209.691,72.722
2017-08-03 00:00:00,398.836,0.022,1905.35,0.173,75.253,0.792,6.348,0.243,952.733,0.062,66.504,1.467,2.772,1.187,196.308,14.658
2017-08-03 01:00:00,398.801,0.029,1905.25,0.164,75.89,0.552,6.158,0.179,952.708,0.038,69.457,1.585,2.6,0.756,196.318,15.65
2017-08-03 02:00:00,398.722,0.039,1904.9,0.321,75.514,0.824,5.566,0.492,952.785,0.023,74.858,3.828,1.481,0.436,201.401,25.412
2017-08-03 03:00:00,398.701,0.023,1904.88,0.144,75.492,0.584,5.101,0.29,952.562,0.07,78.951,2.293,2.472,0.812,193.516,15.622
2017-08-03 04:00:00,398.678,0.024,1904.59,0.21,75.473,0.714,4.926,0.18,952.568,0.023,81.094,1.426,1.254,0.726,204.603,36.615
2017-08-03 05:00:00,398.72,0.044,1905.07,0.311,75.575,0.722,4.727,0.464,952.579,0.088,80.133,5.183,2.285,0.902,196.443,17.977
2017-08-03 06:00:00,398.613,0.103,1904.68,0.416,75.102,0.745,4.744,0.318,952.612,0.021,81.111,4.591,0.774,0.421,201.091,86.955
2017-08-03 07:00:00,398.496,0.061,1904.86,0.228,75.685,0.906,4.117,0.245,952.667,0.052,90.694,2.959,1.251,0.613,169.428,56.447
2017-08-03 08:00:00,398.511,0.028,1904.78,0.11,76.15,0.655,4.592,0.239,952.767,0.062,86.751,1.638,2.015,0.502,157.48,10.534
2017-08-03 09:00:00,398.426,0.054,1904.51,0.115,76.459,0.789,4.183,0.129,952.931,0.076,90.549,1.538,1.977,0.524,162.089,16.793
