,co2,co2-Stdev,ch4,ch4-Stdev,co,co-Stdev,AT,AT-Stdev,AP,AP-Stdev,RH,RH-Stdev,WS,WS-Stdev,WD,WD-Stdev
2018-01-10 01:00:00,413.155,0.082,1953.23,0.338,130.688,0.686,-3.865,0.321,951.762,0.083,91.876,0.67,3.235,1.112,174.542,16.412
2018-01-10 02:00:00,413.042,0.03,1952.81,0.091,130.264,0.702,-3.69,0.192,951.84,0.066,95.015,1.149,3.684,1.258,180.259,14.346
2018-01-10 03:00:00,413.001,0.035,1952.6,0.159,129.992,0.671,-3.645,0.229,951.869,0.072,95.897,1.344,2.828,1.466,177.938,21.39
2018-01-10 04:00:00,412.889,0.034,1951.87,0.249,129.408,0.702,-3.497,0.082,951.989,0.036,97.164,0.855,1.955,0.719,163.108,23.939
2018-01-10 05:00:00,412.745,0.079,1950.91,0.391,129.022,0.735,-3.407,0.073,951.83,0.036,98.272,0.64,2.287,0.563,163.772,14.896
2018-01-10 06:00:00,412.553,0.078,1950.03,0.299,127.926,0.627,-3.242,0.079,952.003,0.078,97.951,0.596,1.895,0.831,179.989,26.693
2018-01-10 07:00:00,412.615,0.061,1950.34,0.207,128.216,0.67,-3.31,0.11,952.167,0.11,98.814,0.581,1.323,0.636,153.114,35.148
2018-01-10 08:00:00,412.328,0.098,1949.03,0.471,127.142,0.603,-3.017,0.084,952.418,0.037,98.474,0.465,3.361,1.063,190.087,12.633
2018-01-10 09:00:00,412.343,0.133,1949.33,0.576,127.092,0.706,-3.052,0.172,952.634,0.09,98.839,0.457,3.132,1.125,185.035,24.367
2018-01-10 10:00:00,412.211,0.065,1948.96,0.201,126.662,0.822,-2.944,0.072,952.649,0.038,98.668,0.413,4.123,1.148,188.321,9.245
2018-01-10 11:00:00,411.944,0.097,1948.09,0.399,125.981,0.731,-2.898,0.021,952.669,0.055,98.03,0.389,4.625,1.111,187.866,6.677
2018-01-10 12:00:00,411.817,0.057,1947.73,0.257,125.576,0.771,-2.912,0.038,952.88,0.07,98.905,0.409,4.444,1.146,193.867,20.046
2018-01-10 13:00:00,411.875,0.052,1948.22,0.284,125.58,0.772,-3.059,0.053,953.107,0.078,99.134,0.364,3.423,1.178,192.654,21.824
2018-01-10 14:00:00,411.543,0.076,1945.61,0.668,124.051,0.79,-3.021,0.035,953.177,0.057,98.078,0.518,4.104,1.181,184.281,18.728
2018-01-10 15:00:00,411.523,0.046,1945.31,0.291,124.014,0.659,-3.011,0.047,953.261,0.025,98.368,0.34,3.831,0.558,187.217,7.714
2018-01-10 16:00:00,411.446,0.023,1944.54,0.206,123.14,0.647,-2.978,0.037,953.381,0.064,98.774,0.319,3.666,0.499,188.65,3.365
2018-01-10 17:00:00,411.304,0.05,1942.94,0.581,122.08,0.706,-3.035,0.053,953.574,0.063,99.044,0.328,3.887,0.548,186.951,3.809
2018-01-10 18:00:00,411.536,0.347,1944.8,2.562,123.182,1.837,-2.924,0.046,953.804,0.079,99.086,0.342,4.101,0.546,187.818,3.942
2018-01-10 19:00:00,412.295,0.055,1950.43,0.384,126.453,0.664,-3.054,0.052,954.045,0.054,99.128,0.317,5.168,0.734,186.985,4.482
2018-01-10 20:00:00,412.164,0.038,1949.44,0.311,125.703,0.703,-3.143,0.048,954.319,0.1,99.059,0.371,4.012,0.863,187.72,7.867
2018-01-10 21:00:00,412.13,0.035,1949.11,0.351,125.479,0.616,-3.246,0.05,954.522,0.052,98.883,0.342,2.732,0.673,189.919,12.617
2018-01-10 22:00:00,412.453,0.107,1951.94,0.815,127.042,0.939,-3.763,0.309,954.586,0.051,98.628,0.492,3.425,1.114,178.013,17.789
2018-01-10 23:00:00,412.475,0.02,1952.32,0.112,127.234,0.684,-4.299,0.052,954.539,0.045,97.819,0.387,4.874,0.973,183.012,7.475
2018-01-11 00:00:00,412.388,0.053,1951.65,0.442,126.912,0.682,-4.269,0.054,954.446,0.044,97.745,0.609,4.412,0.538,184.8,4.229
2018-01-11 01:00:00,412.311,0.04,1951.66,0.192,126.831,0.557,-4.048,0.098,954.522,0.071,97.872,0.409,3.687,0.865,188.499,5.858
2018-01-11 02:00:00,411.842,0.273,1948.3,2.866,124.591,1.819,-4.638,0.423,954.739,0.084,97.885,0.44,3.62,1.306,175.141,14.933
2018-01-11 03:00:00,411.14,0.089,1940.65,1.019,120.415,0.849,-5.778,0.258,954.677,0.111,96.909,0.475,2.973,0.675,142.647,22.718
2018-01-11 04:00:00,411.128,0.029,1940.18,0.239,119.937,0.712,-6.255,0.112,955.001,0.077,95.941,0.478,3.247,1.027,161.942,29.023
2018-01-11 05:00:00,411.019,0.017,1938.96,0.256,119.751,0.615,-6.493,0.023,954.981,0.042,95.147,0.428,4.665,1.038,180.715,13.158
2018-01-11 06:00:00,411.066,0.022,1938.88,0.066,119.475,0.677,-6.486,0.037,955.044,0.068,94.134,0.657,4.964,0.779,193.783,3.941
2018-01-11 07:00:00,411.062,0.018,1938.85,0.108,119.608,0.571,-6.443,0.061,955.168,0.112,93.554,0.445,4.066,0.837,190.985,3.711
2018-01-11 08:00:00,411.05,0.01,1938.86,0.131,119.641,0.583,-6.3,0.04,955.294,0.028,93.057,0.478,3.728,1.009,188.348,4.178
2018-01-11 09:00:00,411.049,0.02,1938.81,0.226,119.621,0.698,-6.33,0.046,955.196,0.071,92.261,1.488,2.902,0.767,173.836,17.331
2018-01-11 10:00:00,411.065,0.035,1939.28,0.353,119.935,0.677,-6.273,0.157,955.032,0.075,93.33,1.22,2.891,0.675,171.311,13.742
2018-01-11 11:00:00,411.382,0.16,1942.66,1.804,121.428,1.349,-4.821,0.806,954.713,0.112,95.64,0.81,4.876,1.105,181.894,7.696
2018-01-11 12:00:00,411.58,0.024,1944.99,0.294,122.965,0.747,-3.751,0.304,954.503,0.123,96.706,0.966,5.729,0.787,188.502,3.89
2018-01-11 13:00:00,411.548,0.068,1944.9,0.814,122.738,0.784,-3.349,0.304,954.265,0.099,98.146,0.491,3.66,1.064,188.507,11.094
2018-01-11 14:00:00,411.522,0.06,1944.69,0.942,122.409,0.912,-3.25,0.385,954.02,0.058,98.629,0.581,3.107,0.819,181.992,15.132
2018-01-11 15:00:00,411.517,0.059,1944.88,0.844,122.577,0.949,-2.438,0.142,953.641,0.12,99.272,0.331,4.158,1.239,187.467,12.845
2018-01-11 16:00:00,411.195,0.084,1940.88,0.937,120.103,0.89,-1.879,0.242,953.232,0.119,98.96,0.321,4.831,1.541,190.988,10.149
2018-01-11 17:00:00,411.025,0.031,1938.83,0.421,118.696,0.826,-1.542,0.053,952.833,0.124,98.889,0.342,4.96,0.796,187.542,6.451
2018-01-11 18:00:00,411.046,0.025,1938.82,0.212,118.594,0.682,-1.424,0.041,952.433,0.059,98.632,0.369,5.538,1.022,187.556,6.679
2018-01-11 19:00:00,411.194,0.025,1939.86,0.273,119.161,0.673,-1.413,0.04,952.16,0.145,97.954,0.599,4.396,1.1,184.54,7.416
2018-01-11 20:00:00,411.171,0.023,1939.53,0.419,118.86,0.609,-1.457,0.081,951.812,0.101,95.738,0.857,4.384,1.006,183.618,7.938
2018-01-11 21:00:00,411.159,0.018,1939.67,0.203,118.762,0.706,-1.546,0.051,951.539,0.063,97.058,0.637,4.19,1.297,194.186,9.022
2018-01-11 22:00:00,411.138,0.032,1939.28,0.351,118.692,0.598,-1.653,0.049,951.055,0.185,95.626,0.875,4.62,1.548,181.416,25.548
2018-01-11 23:00:00,411.35,0.064,1942.1,0.854,120.745,1.025,-1.642,0.066,950.373,0.186,98.042,0.841,4.636,1.597,193.059,19.148
2018-01-12 00:00:00,411.41,0.035,1942.41,0.737,121.293,0.659,-1.762,0.099,949.661,0.248,96.792,1.897,3.393,1.008,172.872,20.44
2018-01-12 01:00:00,411.276,0.055,1940.88,0.85,120.208,0.751,-2.052,0.06,949.084,0.142,93.958,2.477,4.132,1.676,165.29,33.361
2018-01-12 02:00:00,411.157,0.039,1938.64,0.563,119.331,0.761,-1.995,0.092,948.497,0.221,89.945,1.291,3.533,1.296,172.475,22.653
2018-01-12 03:00:00,411.073,0.05,1938.13,0.435,119.059,0.587,-1.988,0.066,947.861,0.191,96.594,1.066,4.116,1.405,175.652,18.428
2018-01-12 04:00:00,410.96,0.018,1937.21,0.151,118.567,0.582,-1.91,0.054,947.212,0.15,95.28,1.344,3.793,1.407,180.557,14.804
2018-01-12 05:00:00,410.935,0.014,1936.9,0.202,118.741,0.698,-1.722,0.068,946.639,0.191,95.288,0.927,4.483,1.233,181.817,15.329
2018-01-12 06:00:00,410.946,0.025,1936.97,0.399,118.901,0.722,-1.786,0.176,945.964,0.143,99.093,0.684,3.02,0.955,173.894,14.979
2018-01-12 07:00:00,410.812,0.052,1935.48,0.589,118.223,0.715,-1.368,0.098,945.801,0.045,99.636,0.288,4.93,1.178,190.823,8.998
2018-01-12 08:00:00,410.86,0.104,1935.34,0.698,118.086,0.791,-1.21,0.056,945.943,0.114,99.222,0.424,6.244,1.107,187.211,5.856
2018-01-12 09:00:00,411.483,0.202,1940.2,1.729,122.025,1.435,-1.042,0.08,946.225,0.144,99.95,0.036,6.125,1.141,186.97,5.949
2018-01-12 10:00:00,412.383,0.268,1947.49,1.866,131.993,4.473,-1.982,0.393,946.552,0.08,99.616,0.306,7.73,1.042,172.396,6.052
2018-01-12 11:00:00,412.551,0.146,1948.77,1.01,136.506,1.797,-2.803,0.264,947.145,0.258,99.108,0.499,7.507,1.764,164.593,16.24
2018-01-12 12:00:00,412.18,0.062,1946.1,0.654,132.013,1.157,-3.382,0.184,948.165,0.264,98.061,0.746,8.143,1.694,177.448,5.989
2018-01-12 13:00:00,411.923,0.101,1943.93,0.733,127.805,1.765,-3.39,0.029,948.809,0.224,98.319,0.383,7.635,0.914,186.478,8.711
2018-01-12 14:00:00,411.737,0.019,1942.51,0.2,124.574,0.776,-3.464,0.063,949.263,0.049,98.735,0.337,5.308,0.775,182.491,9.605
2018-01-12 15:00:00,411.727,0.022,1942.42,0.189,124.675,0.706,-3.531,0.046,949.032,0.116,98.802,0.346,4.237,1.293,185.73,8.755
2018-01-12 16:00:00,411.617,0.08,1941.6,0.604,123.289,1.266,-3.599,0.082,948.621,0.138,97.067,0.727,5.301,1.462,193.791,10.458
2018-01-12 17:00:00,411.539,0.014,1940.79,0.147,121.902,0.71,-3.257,0.16,948.086,0.199,96.124,0.391,7.002,1.875,192.929,7.255
2018-01-12 18:00:00,411.548,0.013,1940.72,0.062,122.023,0.642,-2.585,0.219,947.488,0.185,95.437,0.563,7.74,1.555,191.962,7.662
2018-01-12 19:00:00,411.567,0.009,1940.36,0.187,121.37,0.697,-1.835,0.289,947.125,0.122,95.768,0.447,7.114,1.559,188.148,7.736
2018-01-12 20:00:00,411.552,0.008,1940.07,0.053,121.321,0.645,-1.156,0.141,946.643,0.19,96.723,1.01,6.604,1.502,187.289,10.289
2018-01-12 21:00:00,411.487,0.046,1939.54,0.508,120.9,0.794,-0.802,0.081,945.885,0.197,98.306,0.882,6.083,1.719,186.643,9.92
2018-01-12 22:00:00,411.412,0.023,1938.04,0.182,120.419,0.594,-0.689,0.057,944.765,0.38,97.134,1.006,7.118,1.876,181.513,16.254
2018-01-12 23:00:00,411.419,0.023,1938.29,0.128,120.679,0.658,-0.624,0.064,943.708,0.335,97.921,0.434,7.353,1.806,182.606,11.564
2018-01-13 00:00:00,411.383,0.01,1938.75,0.195,121.311,0.587,-0.816,0.057,942.718,0.272,98.727,0.502,6.568,1.764,188.595,15.643
2018-01-13 01:00:00,411.388,0.007,1939.18,0.083,121.685,0.688,-0.883,0.059,941.852,0.182,98.266,0.615,7.745,1.873,185.661,16.068
2018-01-13 02:00:00,411.476,0.054,1940.13,0.494,122.751,1.06,-0.748,0.092,941.192,0.26,98.609,0.434,7.477,1.924,190.562,11.511
2018-01-13 03:00:00,411.682,0.086,1942.15,0.775,124.977,0.962,-0.582,0.064,940.297,0.315,98.824,0.587,6.906,1.4,190.84,8.644
2018-01-13 04:00:00,412.032,0.115,1944.87,0.832,127.84,1.073,-0.384,0.087,939.356,0.257,97.841,1.195,8.532,1.43,189.997,5.906
2018-01-13 05:00:00,412.379,0.091,1947.27,0.583,130.469,0.916,-0.293,0.091,938.326,0.451,98.418,1.111,9.576,1.803,189.93,6.8
2018-01-13 06:00:00,413.413,0.32,1953.68,2.298,137.769,2.418,-0.197,0.096,937.226,0.345,97.148,0.641,9.586,1.896,185.842,7.63
2018-01-13 07:00:00,414.643,0.498,1962.75,3.596,146.318,3.201,-0.197,0.123,936.241,0.43,97.934,1.11,10.12,2.258,185.437,10.163
2018-01-13 08:00:00,415.65,0.076,1969.01,0.872,150.711,1.557,0.189,0.16,934.916,0.292,97.018,1.226,11.52,2.449,184.495,13.466
2018-01-13 09:00:00,416.387,0.309,1974.66,2.66,153.145,2.009,-0.118,0.08,934.134,0.215,98.277,0.545,12.269,2.245,186.299,8.738
2018-01-13 10:00:00,416.968,0.055,1979.51,0.45,157.315,0.687,-0.279,0.088,933.711,0.152,98.54,0.676,11.846,2.014,185.847,8.2
2018-01-13 11:00:00,416.559,0.2,1976.64,1.424,154.534,1.655,-0.161,0.095,932.803,0.373,98.097,0.706,11.092,1.805,188.886,5.987
2018-01-13 12:00:00,415.917,0.161,1971.96,1.223,149.314,1.389,-0.156,0.105,931.811,0.187,98.787,0.601,10.592,1.944,187.362,6.235
2018-01-13 13:00:00,415.634,0.018,1969.9,0.133,147.089,0.687,-0.101,0.062,931.15,0.265,99.106,0.623,10.728,2.014,186.851,5.284
2018-01-13 14:00:00,415.461,0.094,1968.96,0.594,145.995,1.01,0.0,0.071,930.238,0.418,99.619,0.301,12.125,2.746,187.002,8.558
2018-01-13 15:00:00,415.059,0.123,1966.44,0.744,142.973,1.033,0.044,0.04,929.395,0.259,100.0,0.0,13.778,2.438,184.972,6.82
2018-01-13 16:00:00,414.732,0.062,1964.74,0.262,140.453,0.873,0.014,0.029,928.437,0.255,100.0,0.0,13.983,2.948,182.622,9.867
2018-01-13 17:00:00,414.487,0.073,1963.18,0.492,139.264,0.85,-0.059,0.047,927.858,0.212,100.0,0.0,12.545,2.321,181.849,8.32
2018-01-13 18:00:00,414.438,0.028,1963.21,0.365,138.702,0.587,-0.164,0.076,927.294,0.278,100.0,0.0,12.61,2.249,181.615,6.904
2018-01-13 19:00:00,414.524,0.032,1964.54,0.494,138.841,0.707,-0.42,0.089,927.13,0.173,100.0,0.0,11.527,1.772,187.466,6.269
2018-01-13 20:00:00,414.501,0.084,1964.83,0.638,138.332,0.819,-0.581,0.054,927.55,0.181,100.0,0.0,10.78,1.305,190.57,4.043
2018-01-13 21:00:00,413.984,0.16,1960.67,1.303,135.634,0.846,-0.73,0.113,927.619,0.144,100.0,0.0,11.9,1.28,191.574,5.002
2018-01-13 22:00:00,413.505,0.178,1957.29,1.008,134.11,0.872,-1.211,0.182,927.889,0.157,100.0,0.0,11.937,1.113,185.818,6.356
2018-01-13 23:00:00,412.49,0.762,1951.22,4.591,130.466,3.003,-1.867,0.356,928.616,0.256,100.0,0.0,10.946,1.936,171.926,9.007
2018-01-14 00:00:00,411.582,0.022,1946.12,0.692,126.303,0.678,-3.32,0.29,930.074,0.539,99.446,0.342,9.53,2.243,175.896,14.551
2018-01-14 01:00:00,411.695,0.025,1946.9,0.54,127.636,0.607,-4.432,0.389,929.993,0.184,98.655,0.502,10.712,1.659,173.914,5.389
2018-01-14 02:00:00,411.935,0.118,1946.42,0.311,128.899,0.717,-5.604,0.23,930.379,0.42,97.426,0.462,13.195,1.253,175.286,8.617
2018-01-14 03:00:00,412.252,0.09,1948.06,0.635,129.536,0.777,-6.011,0.135,931.988,0.424,97.143,0.361,10.857,2.746,182.565,13.356
2018-01-14 04:00:00,412.354,0.016,1948.61,0.191,129.868,0.628,-6.43,0.087,932.966,0.195,97.065,0.42,8.739,1.466,175.875,7.169
2018-01-14 05:00:00,412.431,0.03,1949.45,0.341,130.26,0.731,-6.633,0.088,933.19,0.185,96.708,0.37,9.822,1.27,181.141,7.359
2018-01-14 06:00:00,412.374,0.02,1948.93,0.252,129.887,0.612,-6.964,0.077,933.744,0.256,96.374,0.345,9.622,0.993,186.537,4.804
2018-01-14 07:00:00,412.282,0.016,1948.18,0.136,129.468,0.637,-7.089,0.037,934.641,0.349,96.748,0.53,6.546,2.026,177.172,8.449
2018-01-14 08:00:00,412.285,0.014,1948.39,0.159,129.341,0.653,-7.013,0.032,935.294,0.363,97.841,0.848,2.314,1.29,145.025,35.283
2018-01-14 09:00:00,412.223,0.019,1947.74,0.189,128.906,0.69,-7.08,0.039,935.604,0.12,97.944,0.903,1.625,0.632,138.908,50.166
2018-01-14 10:00:00,412.2,0.013,1947.49,0.126,128.931,0.729,-7.08,0.04,935.722,0.105,97.583,0.925,1.143,0.398,56.268,79.657
2018-01-14 11:00:00,412.179,0.015,1947.23,0.128,128.823,0.665,-7.021,0.042,935.573,0.092,98.299,0.687,0.956,0.395,149.99,82.89
2018-01-14 12:00:00,412.146,0.024,1946.86,0.221,128.759,0.635,-6.984,0.044,935.402,0.027,98.02,0.799,2.02,0.645,178.038,27.783
2018-01-14 13:00:00,412.243,0.049,1948.52,0.928,129.609,0.804,-7.094,0.022,935.322,0.056,97.408,0.45,1.02,0.415,69.31,36.201
2018-01-14 14:00:00,412.175,0.038,1947.45,0.519,129.225,0.762,-6.966,0.046,934.926,0.272,97.221,0.691,3.15,1.232,119.667,37.24
2018-01-14 15:00:00,412.059,0.03,1945.92,0.34,128.314,0.709,-7.077,0.142,934.38,0.119,97.78,0.616,4.603,0.395,142.848,6.178
2018-01-14 16:00:00,412.011,0.013,1945.37,0.103,128.46,0.728,-7.342,0.056,934.052,0.105,97.64,0.482,3.836,0.856,156.646,10.3
2018-01-14 17:00:00,411.779,0.087,1943.74,0.5,127.484,0.696,-6.907,0.206,933.551,0.143,97.068,0.492,4.516,0.63,163.182,8.834
2018-01-14 18:00:00,411.541,0.053,1941.81,0.612,126.253,0.766,-6.157,0.13,933.228,0.068,96.961,0.432,5.923,0.726,158.163,5.738
2018-01-14 19:00:00,411.352,0.053,1940.38,0.516,125.507,0.716,-5.147,0.307,933.013,0.1,98.238,0.786,4.315,0.985,162.3,8.751
2018-01-14 20:00:00,411.446,0.092,1941.37,0.913,126.11,0.917,-4.858,0.075,932.838,0.044,99.132,0.461,3.73,0.695,146.682,9.219
2018-01-14 21:00:00,411.575,0.067,1942.01,0.23,127.22,0.792,-4.405,0.277,932.631,0.035,99.436,0.344,4.964,0.37,160.391,5.829
2018-01-14 22:00:00,412.318,0.377,1946.19,2.324,132.96,2.955,-3.318,0.343,932.451,0.117,99.693,0.182,4.286,0.496,153.071,8.081
2018-01-14 23:00:00,413.33,0.244,1952.29,1.336,140.074,2.056,-2.441,0.235,932.035,0.075,99.672,0.118,3.239,0.555,142.16,11.862
2018-01-15 00:00:00,413.672,0.063,1952.85,0.648,142.423,0.716,-1.91,0.112,931.911,0.079,99.782,0.176,3.178,0.532,150.604,11.154
2018-01-15 01:00:00,413.784,0.047,1951.93,0.148,142.166,0.59,-1.617,0.06,931.8,0.07,99.782,0.176,3.827,0.635,151.137,11.494
2018-01-15 02:00:00,413.868,0.104,1953.03,0.643,142.65,0.884,-1.66,0.084,931.656,0.07,99.782,0.176,4.029,0.752,154.662,8.908
2018-01-15 03:00:00,414.347,0.16,1955.77,0.883,145.14,0.938,-1.149,0.216,931.69,0.103,99.782,0.176,2.504,0.616,137.197,16.296
2018-01-15 04:00:00,414.417,0.045,1956.28,0.129,145.431,0.829,-1.187,0.056,931.858,0.042,99.782,0.176,2.807,0.585,147.567,13.979
2018-01-15 05:00:00,414.533,0.055,1955.67,0.343,145.526,0.707,-0.888,0.121,931.905,0.052,99.782,0.176,2.249,0.601,151.761,17.278
2018-01-15 06:00:00,414.47,0.045,1954.22,0.534,144.282,0.737,-0.775,0.159,932.201,0.123,99.782,0.176,3.024,0.547,166.369,12.844
2018-01-15 07:00:00,414.54,0.017,1952.68,0.642,143.387,0.834,-0.354,0.055,932.56,0.104,99.782,0.176,2.892,0.814,167.731,13.512
2018-01-15 08:00:00,414.495,0.029,1951.1,0.53,141.551,0.877,-0.204,0.015,933.067,0.209,99.782,0.176,3.09,0.585,168.589,11.115
2018-01-15 09:00:00,414.454,0.019,1950.48,0.549,140.678,0.973,-0.304,0.049,933.676,0.098,99.782,0.176,2.587,0.531,164.874,11.358
2018-01-15 10:00:00,414.393,0.046,1949.6,0.204,140.208,1.021,-0.472,0.052,934.059,0.065,99.782,0.176,3.196,0.447,156.243,7.409
2018-01-15 11:00:00,414.283,0.025,1948.61,0.335,139.094,0.715,-0.498,0.01,934.403,0.09,99.782,0.176,2.614,0.45,151.418,12.472
2018-01-15 12:00:00,414.235,0.018,1948.09,0.177,138.395,0.739,-0.358,0.035,934.613,0.052,99.782,0.176,2.912,0.378,154.087,8.043
2018-01-15 13:00:00,414.177,0.015,1947.33,0.239,137.867,0.712,-0.358,0.035,934.727,0.051,99.782,0.176,2.798,0.507,164.869,12.431
2018-01-15 14:00:00,414.258,0.05,1947.78,0.356,137.997,0.731,-0.303,0.007,934.816,0.025,99.782,0.176,2.513,0.758,155.689,17.606
2018-01-15 15:00:00,414.368,0.036,1948.61,0.271,138.776,0.729,-0.303,0.007,934.895,0.043,99.782,0.176,2.325,0.538,162.516,15.708
2018-01-15 16:00:00,414.28,0.087,1947.66,0.886,137.935,0.914,-0.462,0.072,935.125,0.129,99.782,0.176,2.72,0.653,171.795,15.05
2018-01-15 17:00:00,414.121,0.049,1946.15,0.493,136.88,0.734,-0.61,0.029,935.536,0.105,99.782,0.176,2.1,0.796,148.242,38.44
2018-01-15 18:00:00,414.119,0.028,1946.01,0.314,136.635,0.633,-0.768,0.044,935.886,0.152,99.782,0.176,1.496,0.68,120.477,32.717
2018-01-15 19:00:00,413.987,0.104,1944.86,0.84,135.983,0.989,-0.846,0.05,936.28,0.105,99.782,0.176,2.626,0.578,159.395,15.722
2018-01-15 20:00:00,413.937,0.102,1944.49,0.923,135.959,1.13,-1.022,0.039,936.747,0.148,99.671,0.209,3.141,0.457,163.257,10.795
2018-01-15 21:00:00,414.228,0.06,1947.31,0.609,138.305,0.632,-1.022,0.039,937.14,0.102,99.867,0.071,2.087,0.698,139.712,28.143
2018-01-15 22:00:00,414.249,0.014,1947.92,0.191,137.557,0.59,-1.041,0.049,937.421,0.096,99.804,0.24,3.098,0.738,141.506,14.101
2018-01-15 23:00:00,414.337,0.114,1948.9,1.045,138.562,1.535,-1.238,0.101,937.619,0.087,99.543,0.514,3.944,1.032,156.801,11.844
2018-01-16 00:00:00,414.607,0.032,1951.52,0.38,142.491,0.907,-1.589,0.096,937.728,0.026,98.108,0.43,2.693,0.605,172.71,8.526
2018-01-16 01:00:00,414.608,0.049,1951.17,0.385,141.944,1.076,-1.64,0.059,937.798,0.048,98.12,0.723,1.434,0.582,95.981,40.51
2018-01-16 02:00:00,414.612,0.026,1951.05,0.21,141.928,0.669,-1.809,0.098,937.571,0.125,97.714,0.541,1.584,0.874,84.555,21.081
2018-01-16 03:00:00,414.656,0.022,1951.49,0.25,142.507,0.782,-1.989,0.053,937.47,0.136,96.928,0.745,2.267,0.475,102.547,13.734
2018-01-16 04:00:00,414.724,0.011,1952.08,0.116,143.593,0.644,-2.12,0.052,937.128,0.09,96.964,0.896,3.19,0.568,134.325,15.079
2018-01-16 05:00:00,414.733,0.01,1952.43,0.157,143.794,0.659,-2.194,0.022,936.849,0.067,95.712,1.05,3.087,0.535,134.654,7.366
2018-01-16 06:00:00,414.76,0.025,1953.16,0.532,144.355,0.621,-2.184,0.035,936.7,0.053,96.702,0.817,2.412,0.6,157.516,10.429
2018-01-16 07:00:00,414.76,0.031,1953.34,0.376,144.417,0.764,-2.218,0.055,936.673,0.056,96.022,1.341,1.908,0.427,154.183,13.992
2018-01-16 08:00:00,414.538,0.064,1950.71,0.756,141.919,1.084,-2.253,0.054,936.769,0.031,96.654,0.527,4.64,1.089,149.174,8.158
2018-01-16 09:00:00,414.456,0.057,1949.76,0.542,140.435,0.965,-2.3,0.058,936.894,0.063,98.132,0.707,5.007,0.807,137.448,9.935
2018-01-16 10:00:00,413.656,0.268,1944.09,1.621,132.636,2.116,-2.632,0.185,936.957,0.051,94.511,2.342,5.697,0.816,134.495,9.238
2018-01-16 11:00:00,413.02,0.148,1939.74,1.094,128.353,1.049,-3.35,0.219,936.754,0.117,91.423,1.278,4.284,0.694,142.672,12.389
2018-01-16 12:00:00,412.724,0.02,1937.58,0.149,126.836,0.526,-3.572,0.137,936.635,0.054,89.266,1.984,5.293,0.664,148.063,9.429
2018-01-16 13:00:00,412.688,0.029,1937.7,0.139,127.365,0.594,-3.42,0.09,936.814,0.101,87.781,1.926,5.55,0.63,137.704,11.308
2018-01-16 14:00:00,412.616,0.058,1937.43,0.533,126.941,0.715,-3.587,0.227,937.078,0.105,86.983,3.613,5.429,1.3,135.303,16.149
2018-01-16 15:00:00,412.56,0.01,1936.42,0.265,126.183,0.777,-3.086,0.176,937.295,0.097,79.714,1.998,6.857,0.996,131.486,7.898
2018-01-16 16:00:00,412.512,0.012,1935.27,0.177,124.939,0.703,-3.281,0.171,937.649,0.182,78.858,1.786,6.636,0.913,140.864,10.847
2018-01-16 17:00:00,412.506,0.008,1935.11,0.274,124.84,0.686,-3.569,0.099,937.97,0.057,81.767,1.344,5.797,0.924,146.401,4.976
2018-01-16 18:00:00,412.49,0.018,1934.73,0.144,124.393,0.637,-3.693,0.184,938.319,0.156,83.406,2.243,5.723,0.959,147.048,7.164
2018-01-16 19:00:00,412.409,0.045,1934.05,0.452,123.542,0.733,-3.994,0.179,938.892,0.171,86.526,1.48,5.357,0.396,151.189,8.563
2018-01-16 20:00:00,412.208,0.055,1932.15,0.432,121.616,0.702,-3.615,0.14,939.562,0.191,80.411,2.211,4.408,0.782,144.325,8.375
2018-01-16 21:00:00,412.146,0.035,1931.77,0.301,120.912,0.796,-4.019,0.264,940.079,0.18,81.01,2.424,3.162,0.851,145.147,14.025
2018-01-16 22:00:00,412.259,0.04,1932.85,0.398,122.091,0.734,-4.048,0.201,940.526,0.118,78.895,2.152,4.199,0.695,140.577,10.774
2018-01-16 23:00:00,412.134,0.076,1931.45,0.839,120.729,0.911,-4.091,0.19,940.938,0.118,75.452,2.48,4.766,0.774,133.147,8.092
2018-01-17 00:00:00,411.898,0.073,1928.72,0.799,118.534,0.866,-3.816,0.29,941.094,0.063,71.765,4.088,4.242,1.171,129.922,15.645
2018-01-17 01:00:00,411.817,0.016,1927.87,0.167,117.868,0.643,-3.838,0.216,941.287,0.057,72.711,2.697,5.132,0.774,136.129,9.865
2018-01-17 02:00:00,411.842,0.037,1928.49,0.547,118.328,0.75,-3.876,0.171,941.613,0.099,70.78,2.631,6.322,0.885,129.379,7.853
2018-01-17 03:00:00,411.957,0.035,1930.24,0.562,119.672,0.702,-3.936,0.23,941.789,0.107,71.5,2.968,6.623,1.299,132.039,9.476
2018-01-17 04:00:00,412.133,0.046,1933.19,0.725,121.637,0.726,-4.287,0.292,942.398,0.203,78.839,3.384,4.488,0.684,139.292,9.601
2018-01-17 05:00:00,412.275,0.071,1935.55,1.095,123.521,1.195,-4.761,0.139,942.869,0.11,82.115,1.492,3.307,0.916,150.927,11.176
2018-01-17 06:00:00,412.497,0.068,1938.95,1.04,126.216,1.245,-4.375,0.263,943.447,0.217,78.246,3.521,2.154,0.588,136.494,22.846
2018-01-17 07:00:00,412.602,0.021,1941.0,0.422,127.936,0.805,-4.126,0.295,944.219,0.23,76.272,3.639,2.991,0.683,148.397,18.187
2018-01-17 08:00:00,412.611,0.014,1941.66,0.341,128.181,0.624,-4.288,0.267,944.994,0.258,78.899,3.451,2.802,0.798,152.836,20.612
